contact_date,year,month,week,day_of_week,region_code,region_name,channel,volume,bookings,cancellations,abandoned,avg_handle_mins,is_forecast
2025-06-02,2025,6,23,Monday,SCO,Scotland,Phone,72,4,1,23,7.29,0
2025-06-02,2025,6,23,Monday,SCO,Scotland,SMS,10,0,0,5,5.75,0
2025-06-02,2025,6,23,Monday,SCO,Scotland,Web,74,3,1,29,8.92,0
2025-06-02,2025,6,23,Monday,SE,South East,Agent Callback,16,2,1,3,9.29,0
2025-06-02,2025,6,23,Monday,SE,South East,App,86,6,1,24,8.25,0
2025-06-02,2025,6,23,Monday,SE,South East,IVR,46,2,0,15,7.65,0
2025-06-02,2025,6,23,Monday,SE,South East,Phone,171,11,2,61,8.65,0
2025-06-02,2025,6,23,Monday,SE,South East,SMS,20,1,0,6,7.24,0
2025-06-02,2025,6,23,Monday,SE,South East,Web,151,8,1,51,8.46,0
2025-06-02,2025,6,23,Monday,SW,South West,Agent Callback,12,0,0,6,9.42,0
2025-06-02,2025,6,23,Monday,SW,South West,App,25,1,0,10,9.23,0
2025-06-02,2025,6,23,Monday,SW,South West,IVR,8,1,0,0,8.65,0
2025-06-02,2025,6,23,Monday,SW,South West,Phone,60,1,0,23,8.95,0
2025-06-02,2025,6,23,Monday,SW,South West,SMS,22,0,0,11,8.7,0
2025-06-02,2025,6,23,Monday,SW,South West,Web,34,1,0,11,9.27,0
2025-06-02,2025,6,23,Monday,WAL,Wales,Agent Callback,8,1,0,1,7.71,0
2025-06-02,2025,6,23,Monday,WAL,Wales,App,17,1,0,3,7.3,0
2025-06-02,2025,6,23,Monday,WAL,Wales,IVR,0,0,0,0,8.06,0
2025-06-02,2025,6,23,Monday,WAL,Wales,Phone,51,1,0,15,7.47,0
2025-06-02,2025,6,23,Monday,WAL,Wales,SMS,1,1,1,0,8.87,0
2025-06-02,2025,6,23,Monday,WAL,Wales,Web,46,3,0,12,9.23,0
2025-06-02,2025,6,23,Monday,YRK,Yorkshire,Agent Callback,8,0,0,4,9.75,0
2025-06-02,2025,6,23,Monday,YRK,Yorkshire,App,76,1,1,28,8.33,0
2025-06-02,2025,6,23,Monday,YRK,Yorkshire,IVR,18,0,0,9,5.72,0
2025-06-02,2025,6,23,Monday,YRK,Yorkshire,Phone,53,7,0,15,8.1,0
2025-06-02,2025,6,23,Monday,YRK,Yorkshire,SMS,9,1,0,0,8.65,0
2025-06-02,2025,6,23,Monday,YRK,Yorkshire,Web,85,3,0,29,8.68,0
2025-06-03,2025,6,23,Tuesday,MID,Midlands,Agent Callback,21,0,0,8,8.22,0
2025-06-03,2025,6,23,Tuesday,MID,Midlands,App,68,5,1,19,8.82,0
2025-06-03,2025,6,23,Tuesday,MID,Midlands,IVR,12,0,0,6,7.61,0
2025-06-03,2025,6,23,Tuesday,MID,Midlands,Phone,171,5,1,63,8.32,0
2025-06-03,2025,6,23,Tuesday,MID,Midlands,SMS,45,2,0,18,9.58,0
2025-06-03,2025,6,23,Tuesday,MID,Midlands,Web,106,5,2,36,8.55,0
2025-06-03,2025,6,23,Tuesday,NE,North East,Agent Callback,22,0,0,11,10.31,0
2025-06-03,2025,6,23,Tuesday,NE,North East,App,59,2,1,19,9.1,0
2025-06-03,2025,6,23,Tuesday,NE,North East,IVR,6,0,0,3,8.77,0
2025-06-03,2025,6,23,Tuesday,NE,North East,Phone,76,3,0,31,8.54,0
2025-06-03,2025,6,23,Tuesday,NE,North East,SMS,17,4,1,5,7.14,0
2025-06-03,2025,6,23,Tuesday,NE,North East,Web,40,1,0,12,8.51,0
2025-06-03,2025,6,23,Tuesday,NW,North West,Agent Callback,8,0,0,4,6.87,0
2025-06-03,2025,6,23,Tuesday,NW,North West,App,54,2,0,20,8.68,0
2025-06-03,2025,6,23,Tuesday,NW,North West,IVR,22,1,1,9,9.7,0
2025-06-03,2025,6,23,Tuesday,NW,North West,Phone,114,4,1,37,8.94,0
2025-06-03,2025,6,23,Tuesday,NW,North West,SMS,35,0,0,16,8.5,0
2025-06-03,2025,6,23,Tuesday,NW,North West,Web,86,1,0,36,9.19,0
2025-06-03,2025,6,23,Tuesday,SCO,Scotland,Agent Callback,12,0,0,6,8.79,0
2025-06-03,2025,6,23,Tuesday,SCO,Scotland,App,58,1,0,22,9.29,0
2025-06-03,2025,6,23,Tuesday,SCO,Scotland,IVR,26,2,0,5,8.34,0
2025-06-03,2025,6,23,Tuesday,SCO,Scotland,Phone,70,4,1,19,8.2,0
2025-06-03,2025,6,23,Tuesday,SCO,Scotland,SMS,24,1,0,5,9.47,0
2025-06-03,2025,6,23,Tuesday,SCO,Scotland,Web,44,1,0,17,7.39,0
2025-06-03,2025,6,23,Tuesday,SE,South East,Agent Callback,25,5,1,4,7.62,0
2025-06-03,2025,6,23,Tuesday,SE,South East,App,101,7,5,32,9.03,0
2025-06-03,2025,6,23,Tuesday,SE,South East,IVR,22,2,0,6,8.23,0
2025-06-03,2025,6,23,Tuesday,SE,South East,Phone,175,8,2,64,8.35,0
2025-06-03,2025,6,23,Tuesday,SE,South East,SMS,39,2,0,13,8.4,0
2025-06-03,2025,6,23,Tuesday,SE,South East,Web,95,4,0,30,8.73,0
2025-06-03,2025,6,23,Tuesday,SW,South West,Agent Callback,15,1,0,7,7.14,0
2025-06-03,2025,6,23,Tuesday,SW,South West,App,36,1,0,13,8.71,0
2025-06-03,2025,6,23,Tuesday,SW,South West,IVR,9,1,0,0,7.88,0
2025-06-03,2025,6,23,Tuesday,SW,South West,Phone,51,2,0,18,7.41,0
2025-06-03,2025,6,23,Tuesday,SW,South West,SMS,6,1,1,0,8.5,0
2025-06-03,2025,6,23,Tuesday,SW,South West,Web,42,5,1,15,8.93,0
2025-06-03,2025,6,23,Tuesday,WAL,Wales,Agent Callback,0,0,0,0,7.41,0
2025-06-03,2025,6,23,Tuesday,WAL,Wales,App,29,1,0,13,9.91,0
2025-06-03,2025,6,23,Tuesday,WAL,Wales,IVR,2,0,0,1,8.38,0
2025-06-03,2025,6,23,Tuesday,WAL,Wales,Phone,58,1,0,23,7.78,0
2025-06-03,2025,6,23,Tuesday,WAL,Wales,SMS,11,2,0,3,6.4,0
2025-06-03,2025,6,23,Tuesday,WAL,Wales,Web,20,2,2,6,8.59,0
2025-06-03,2025,6,23,Tuesday,YRK,Yorkshire,Agent Callback,16,1,1,6,7.82,0
2025-06-03,2025,6,23,Tuesday,YRK,Yorkshire,App,39,4,0,11,8.8,0
2025-06-03,2025,6,23,Tuesday,YRK,Yorkshire,IVR,24,1,0,7,9.28,0
2025-06-03,2025,6,23,Tuesday,YRK,Yorkshire,Phone,107,3,1,37,8.99,0
2025-06-03,2025,6,23,Tuesday,YRK,Yorkshire,SMS,29,2,2,9,8.88,0
2025-06-03,2025,6,23,Tuesday,YRK,Yorkshire,Web,49,1,1,14,8.53,0
2025-06-04,2025,6,23,Wednesday,MID,Midlands,Agent Callback,4,0,0,2,7.33,0
2025-06-04,2025,6,23,Wednesday,MID,Midlands,App,47,3,0,16,8.75,0
2025-06-04,2025,6,23,Wednesday,MID,Midlands,IVR,34,1,1,15,9.11,0
2025-06-04,2025,6,23,Wednesday,MID,Midlands,Phone,128,5,1,50,8.31,0
2025-06-04,2025,6,23,Wednesday,MID,Midlands,SMS,34,2,0,9,8.29,0
2025-06-04,2025,6,23,Wednesday,MID,Midlands,Web,110,4,0,41,8.11,0
2025-06-04,2025,6,23,Wednesday,NE,North East,Agent Callback,2,0,0,1,7.85,0
2025-06-04,2025,6,23,Wednesday,NE,North East,App,46,1,1,15,8.57,0
2025-06-04,2025,6,23,Wednesday,NE,North East,IVR,15,1,0,5,8.63,0
2025-06-04,2025,6,23,Wednesday,NE,North East,Phone,105,6,0,35,9.04,0
2025-06-04,2025,6,23,Wednesday,NE,North East,SMS,27,2,0,9,8.77,0
2025-06-04,2025,6,23,Wednesday,NE,North East,Web,55,2,0,21,8.1,0
2025-06-04,2025,6,23,Wednesday,NW,North West,Agent Callback,17,0,0,5,8.83,0
2025-06-04,2025,6,23,Wednesday,NW,North West,App,28,2,0,11,8.06,0
2025-06-04,2025,6,23,Wednesday,NW,North West,IVR,26,0,0,13,9.27,0
2025-06-04,2025,6,23,Wednesday,NW,North West,Phone,116,6,1,39,8.73,0
2025-06-04,2025,6,23,Wednesday,NW,North West,SMS,12,0,0,5,7.31,0
2025-06-04,2025,6,23,Wednesday,NW,North West,Web,81,4,2,26,8.68,0
2025-06-04,2025,6,23,Wednesday,SCO,Scotland,Agent Callback,2,0,0,1,11.89,0
2025-06-04,2025,6,23,Wednesday,SCO,Scotland,App,54,0,0,21,8.27,0
2025-06-04,2025,6,23,Wednesday,SCO,Scotland,IVR,8,0,0,4,9.56,0
2025-06-04,2025,6,23,Wednesday,SCO,Scotland,Phone,113,2,1,40,9.43,0
2025-06-04,2025,6,23,Wednesday,SCO,Scotland,SMS,13,1,0,4,7.58,0
2025-06-04,2025,6,23,Wednesday,SCO,Scotland,Web,69,2,0,30,8.01,0
2025-06-04,2025,6,23,Wednesday,SE,South East,Agent Callback,30,0,0,14,6.55,0
2025-06-04,2025,6,23,Wednesday,SE,South East,App,77,2,0,33,8.38,0
2025-06-04,2025,6,23,Wednesday,SE,South East,IVR,39,2,0,17,8.63,0
2025-06-04,2025,6,23,Wednesday,SE,South East,Phone,114,6,1,31,9.52,0
2025-06-04,2025,6,23,Wednesday,SE,South East,SMS,10,3,0,0,8.05,0
2025-06-04,2025,6,23,Wednesday,SE,South East,Web,112,6,2,38,8.82,0
2025-06-04,2025,6,23,Wednesday,SW,South West,App,39,2,0,17,8.04,0
2025-06-04,2025,6,23,Wednesday,SW,South West,IVR,12,0,0,6,9.72,0
2025-06-04,2025,6,23,Wednesday,SW,South West,Phone,84,3,0,37,8.94,0
2025-06-04,2025,6,23,Wednesday,SW,South West,SMS,10,0,0,4,7.31,0
2025-06-04,2025,6,23,Wednesday,SW,South West,Web,19,2,0,5,7.73,0
2025-06-04,2025,6,23,Wednesday,WAL,Wales,Agent Callback,6,0,0,3,8.24,0
2025-06-04,2025,6,23,Wednesday,WAL,Wales,App,37,1,0,18,8.99,0
2025-06-04,2025,6,23,Wednesday,WAL,Wales,IVR,10,0,0,5,6.7,0
2025-06-04,2025,6,23,Wednesday,WAL,Wales,Phone,80,2,0,28,9.07,0
2025-06-04,2025,6,23,Wednesday,WAL,Wales,SMS,4,0,0,1,8.62,0
2025-06-04,2025,6,23,Wednesday,WAL,Wales,Web,53,2,1,22,8.4,0
2025-06-04,2025,6,23,Wednesday,YRK,Yorkshire,Agent Callback,1,1,0,0,10.59,0
2025-06-04,2025,6,23,Wednesday,YRK,Yorkshire,App,28,2,0,4,7.95,0
2025-06-04,2025,6,23,Wednesday,YRK,Yorkshire,IVR,15,1,1,6,7.97,0
2025-06-04,2025,6,23,Wednesday,YRK,Yorkshire,Phone,97,4,0,34,8.22,0
2025-06-04,2025,6,23,Wednesday,YRK,Yorkshire,SMS,19,1,1,8,9.23,0
2025-06-04,2025,6,23,Wednesday,YRK,Yorkshire,Web,72,3,3,25,8.8,0
2025-06-05,2025,6,23,Thursday,MID,Midlands,Agent Callback,6,0,0,0,10.28,0
2025-06-05,2025,6,23,Thursday,MID,Midlands,App,80,2,0,31,8.8,0
2025-06-05,2025,6,23,Thursday,MID,Midlands,IVR,19,1,0,8,10.99,0
2025-06-05,2025,6,23,Thursday,MID,Midlands,Phone,163,10,4,55,8.85,0
2025-06-05,2025,6,23,Thursday,MID,Midlands,SMS,21,1,0,8,10.98,0
2025-06-05,2025,6,23,Thursday,MID,Midlands,Web,84,1,0,31,8.43,0
2025-06-05,2025,6,23,Thursday,NE,North East,Agent Callback,11,2,1,0,9.91,0
2025-06-05,2025,6,23,Thursday,NE,North East,App,10,0,0,3,7.78,0
2025-06-05,2025,6,23,Thursday,NE,North East,IVR,21,0,0,7,6.84,0
2025-06-05,2025,6,23,Thursday,NE,North East,Phone,101,3,2,34,8.45,0
2025-06-05,2025,6,23,Thursday,NE,North East,SMS,21,1,0,9,9.67,0
2025-06-05,2025,6,23,Thursday,NE,North East,Web,94,1,0,42,8.56,0
2025-06-05,2025,6,23,Thursday,NW,North West,Agent Callback,12,0,0,3,8.05,0
2025-06-05,2025,6,23,Thursday,NW,North West,App,41,3,0,14,8.86,0
2025-06-05,2025,6,23,Thursday,NW,North West,IVR,26,2,0,10,7.69,0
2025-06-05,2025,6,23,Thursday,NW,North West,Phone,90,3,0,32,8.1,0
2025-06-05,2025,6,23,Thursday,NW,North West,SMS,18,0,0,8,8.21,0
2025-06-05,2025,6,23,Thursday,NW,North West,Web,53,4,0,14,9.7,0
2025-06-05,2025,6,23,Thursday,SCO,Scotland,Agent Callback,11,0,0,4,7.72,0
2025-06-05,2025,6,23,Thursday,SCO,Scotland,App,52,1,0,18,8.39,0
2025-06-05,2025,6,23,Thursday,SCO,Scotland,IVR,26,1,0,12,8.81,0
2025-06-05,2025,6,23,Thursday,SCO,Scotland,Phone,107,3,0,35,8.32,0
2025-06-05,2025,6,23,Thursday,SCO,Scotland,SMS,9,0,0,4,9.99,0
2025-06-05,2025,6,23,Thursday,SCO,Scotland,Web,32,1,0,4,8.56,0
2025-06-05,2025,6,23,Thursday,SE,South East,Agent Callback,8,0,0,4,10.1,0
2025-06-05,2025,6,23,Thursday,SE,South East,App,61,3,3,17,8.22,0
2025-06-05,2025,6,23,Thursday,SE,South East,IVR,24,2,2,5,9.74,0
2025-06-05,2025,6,23,Thursday,SE,South East,Phone,188,9,3,68,8.42,0
2025-06-05,2025,6,23,Thursday,SE,South East,SMS,38,0,0,13,7.99,0
2025-06-05,2025,6,23,Thursday,SE,South East,Web,107,5,4,28,8.54,0
2025-06-05,2025,6,23,Thursday,SW,South West,Agent Callback,0,0,0,0,9.88,0
2025-06-05,2025,6,23,Thursday,SW,South West,App,69,0,0,32,6.89,0
2025-06-05,2025,6,23,Thursday,SW,South West,IVR,9,1,0,0,6.04,0
2025-06-05,2025,6,23,Thursday,SW,South West,Phone,82,4,2,22,8.63,0
2025-06-05,2025,6,23,Thursday,SW,South West,SMS,25,0,0,11,8.89,0
2025-06-05,2025,6,23,Thursday,SW,South West,Web,46,3,1,15,8.15,0
2025-06-05,2025,6,23,Thursday,WAL,Wales,App,13,0,0,5,7.32,0
2025-06-05,2025,6,23,Thursday,WAL,Wales,IVR,28,2,0,10,9.46,0
2025-06-05,2025,6,23,Thursday,WAL,Wales,Phone,43,2,1,13,8.74,0
2025-06-05,2025,6,23,Thursday,WAL,Wales,SMS,10,0,0,5,7.06,0
2025-06-05,2025,6,23,Thursday,WAL,Wales,Web,36,0,0,6,8.5,0
2025-06-05,2025,6,23,Thursday,YRK,Yorkshire,Agent Callback,5,1,1,1,6.85,0
2025-06-05,2025,6,23,Thursday,YRK,Yorkshire,App,25,4,1,6,9.33,0
2025-06-05,2025,6,23,Thursday,YRK,Yorkshire,IVR,18,0,0,6,8.6,0
2025-06-05,2025,6,23,Thursday,YRK,Yorkshire,Phone,85,3,1,27,8.89,0
2025-06-05,2025,6,23,Thursday,YRK,Yorkshire,SMS,26,0,0,11,7.88,0
2025-06-05,2025,6,23,Thursday,YRK,Yorkshire,Web,80,2,0,30,7.8,0
2025-06-06,2025,6,23,Friday,MID,Midlands,Agent Callback,6,0,0,3,10.8,0
2025-06-06,2025,6,23,Friday,MID,Midlands,App,54,4,0,15,8.59,0
2025-06-06,2025,6,23,Friday,MID,Midlands,IVR,18,1,0,5,9.07,0
2025-06-06,2025,6,23,Friday,MID,Midlands,Phone,138,2,0,56,8.05,0
2025-06-06,2025,6,23,Friday,MID,Midlands,SMS,49,2,0,19,8.02,0
2025-06-06,2025,6,23,Friday,MID,Midlands,Web,102,3,2,40,8.47,0
2025-06-06,2025,6,23,Friday,NE,North East,App,40,3,0,11,9.42,0
2025-06-06,2025,6,23,Friday,NE,North East,IVR,19,0,0,5,9.4,0
2025-06-06,2025,6,23,Friday,NE,North East,Phone,93,6,2,24,8.11,0
2025-06-06,2025,6,23,Friday,NE,North East,SMS,17,1,1,5,9.38,0
2025-06-06,2025,6,23,Friday,NE,North East,Web,27,1,0,11,8.73,0
2025-06-06,2025,6,23,Friday,NW,North West,Agent Callback,17,2,0,6,8.83,0
2025-06-06,2025,6,23,Friday,NW,North West,App,30,1,0,5,8.66,0
2025-06-06,2025,6,23,Friday,NW,North West,IVR,12,1,0,2,8.8,0
2025-06-06,2025,6,23,Friday,NW,North West,Phone,111,7,0,39,8.39,0
2025-06-06,2025,6,23,Friday,NW,North West,SMS,35,1,0,13,8.82,0
2025-06-06,2025,6,23,Friday,NW,North West,Web,41,2,0,13,8.53,0
2025-06-06,2025,6,23,Friday,SCO,Scotland,Agent Callback,16,0,0,8,9.09,0
2025-06-06,2025,6,23,Friday,SCO,Scotland,App,41,2,0,12,8.46,0
2025-06-06,2025,6,23,Friday,SCO,Scotland,IVR,10,2,1,0,9.82,0
2025-06-06,2025,6,23,Friday,SCO,Scotland,Phone,84,3,0,33,8.79,0
2025-06-06,2025,6,23,Friday,SCO,Scotland,SMS,21,1,1,4,8.51,0
2025-06-06,2025,6,23,Friday,SCO,Scotland,Web,47,1,0,13,9.08,0
2025-06-06,2025,6,23,Friday,SE,South East,Agent Callback,11,1,0,2,9.05,0
2025-06-06,2025,6,23,Friday,SE,South East,App,48,0,0,19,7.38,0
2025-06-06,2025,6,23,Friday,SE,South East,IVR,11,0,0,4,8.43,0
2025-06-06,2025,6,23,Friday,SE,South East,Phone,176,7,2,73,8.07,0
2025-06-06,2025,6,23,Friday,SE,South East,SMS,22,2,1,4,8.54,0
2025-06-06,2025,6,23,Friday,SE,South East,Web,91,3,3,39,8.41,0
2025-06-06,2025,6,23,Friday,SW,South West,Agent Callback,0,0,0,0,9.63,0
2025-06-06,2025,6,23,Friday,SW,South West,App,34,2,0,8,7.77,0
2025-06-06,2025,6,23,Friday,SW,South West,IVR,2,0,0,1,4.88,0
2025-06-06,2025,6,23,Friday,SW,South West,Phone,67,2,1,26,8.69,0
2025-06-06,2025,6,23,Friday,SW,South West,SMS,6,0,0,2,5.89,0
2025-06-06,2025,6,23,Friday,SW,South West,Web,64,1,0,23,8.79,0
2025-06-06,2025,6,23,Friday,WAL,Wales,Agent Callback,8,1,0,3,8.29,0
2025-06-06,2025,6,23,Friday,WAL,Wales,App,34,1,0,14,8.45,0
2025-06-06,2025,6,23,Friday,WAL,Wales,IVR,6,1,1,2,9.93,0
2025-06-06,2025,6,23,Friday,WAL,Wales,Phone,63,2,0,25,8.09,0
2025-06-06,2025,6,23,Friday,WAL,Wales,SMS,6,0,0,3,11.35,0
2025-06-06,2025,6,23,Friday,WAL,Wales,Web,29,0,0,12,8.3,0
2025-06-06,2025,6,23,Friday,YRK,Yorkshire,Agent Callback,8,1,0,2,10.5,0
2025-06-06,2025,6,23,Friday,YRK,Yorkshire,App,38,0,0,17,9.33,0
2025-06-06,2025,6,23,Friday,YRK,Yorkshire,IVR,12,1,1,0,10.98,0
2025-06-06,2025,6,23,Friday,YRK,Yorkshire,Phone,77,4,0,31,8.3,0
2025-06-06,2025,6,23,Friday,YRK,Yorkshire,SMS,38,1,0,12,7.04,0
2025-06-06,2025,6,23,Friday,YRK,Yorkshire,Web,117,4,1,45,8.75,0
2025-06-07,2025,6,23,Saturday,MID,Midlands,App,20,0,0,10,9.83,0
2025-06-07,2025,6,23,Saturday,MID,Midlands,Phone,49,2,1,11,8.71,0
2025-06-07,2025,6,23,Saturday,MID,Midlands,SMS,32,1,0,7,8.34,0
2025-06-07,2025,6,23,Saturday,MID,Midlands,Web,58,5,1,20,8.51,0
2025-06-07,2025,6,23,Saturday,NE,North East,Agent Callback,3,1,1,0,10.58,0
2025-06-07,2025,6,23,Saturday,NE,North East,App,20,1,0,5,6.6,0
2025-06-07,2025,6,23,Saturday,NE,North East,IVR,3,1,0,0,4.95,0
2025-06-07,2025,6,23,Saturday,NE,North East,Phone,27,0,0,11,8.12,0
2025-06-07,2025,6,23,Saturday,NE,North East,SMS,3,1,1,0,6.4,0
2025-06-07,2025,6,23,Saturday,NE,North East,Web,32,0,0,13,6.16,0
2025-06-07,2025,6,23,Saturday,NW,North West,Agent Callback,14,0,0,7,5.96,0
2025-06-07,2025,6,23,Saturday,NW,North West,App,46,2,0,15,9.09,0
2025-06-07,2025,6,23,Saturday,NW,North West,IVR,9,1,0,4,8.34,0
2025-06-07,2025,6,23,Saturday,NW,North West,Phone,56,0,0,19,8.65,0
2025-06-07,2025,6,23,Saturday,NW,North West,SMS,0,0,0,0,7.07,0
2025-06-07,2025,6,23,Saturday,NW,North West,Web,41,2,1,17,8.37,0
2025-06-07,2025,6,23,Saturday,SCO,Scotland,Agent Callback,0,0,0,0,7.73,0
2025-06-07,2025,6,23,Saturday,SCO,Scotland,App,13,1,0,4,9.3,0
2025-06-07,2025,6,23,Saturday,SCO,Scotland,IVR,4,0,0,2,10.0,0
2025-06-07,2025,6,23,Saturday,SCO,Scotland,Phone,30,0,0,14,9.5,0
2025-06-07,2025,6,23,Saturday,SCO,Scotland,Web,26,2,0,9,9.53,0
2025-06-07,2025,6,23,Saturday,SE,South East,Agent Callback,20,1,1,9,9.53,0
2025-06-07,2025,6,23,Saturday,SE,South East,App,27,1,0,11,8.41,0
2025-06-07,2025,6,23,Saturday,SE,South East,IVR,10,0,0,3,10.09,0
2025-06-07,2025,6,23,Saturday,SE,South East,Phone,65,0,0,20,8.4,0
2025-06-07,2025,6,23,Saturday,SE,South East,SMS,7,1,0,0,7.7,0
2025-06-07,2025,6,23,Saturday,SE,South East,Web,42,3,1,9,8.5,0
2025-06-07,2025,6,23,Saturday,SW,South West,Agent Callback,10,0,0,4,10.14,0
2025-06-07,2025,6,23,Saturday,SW,South West,App,25,2,0,5,8.84,0
2025-06-07,2025,6,23,Saturday,SW,South West,IVR,0,0,0,0,8.64,0
2025-06-07,2025,6,23,Saturday,SW,South West,Phone,58,2,2,24,7.54,0
2025-06-07,2025,6,23,Saturday,SW,South West,SMS,4,0,0,2,10.68,0
2025-06-07,2025,6,23,Saturday,SW,South West,Web,14,0,0,7,8.97,0
2025-06-07,2025,6,23,Saturday,WAL,Wales,App,0,0,0,0,9.81,0
2025-06-07,2025,6,23,Saturday,WAL,Wales,IVR,0,0,0,0,5.3,0
2025-06-07,2025,6,23,Saturday,WAL,Wales,Phone,33,3,1,4,9.19,0
2025-06-07,2025,6,23,Saturday,WAL,Wales,SMS,0,0,0,0,7.88,0
2025-06-07,2025,6,23,Saturday,WAL,Wales,Web,5,0,0,0,9.82,0
2025-06-07,2025,6,23,Saturday,YRK,Yorkshire,Agent Callback,1,1,0,0,8.66,0
